Feb,Mar,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
,,2,,,,,,2,
,,2,,,,,,11,
,,1,,,,,,1,
,,4,,,,,,1,
,,4,,,,,,10,
,,3,,,,,,1,
,,11,,,,,,8,
,,4,,,,,,13,
,,13,,,,,,11,
,,5,,,,,,2,
,,2,,,,,,,
,,1,,,,,,,
,,11,,,,,,,
,,13,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,20,,,,,,,
,,3,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,3,,,,,,,
,,2,,,,,,,
,,4,,,,,,,
,,1,,,,,,,
,,4,,,,,,,
,,1,,,,,,,
,,3,,,,,,,
,,3,,,,,,,
,,1,,,,,,,
,,3,,,,,,,
,,3,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,13,,,,,,,
,,11,,,,,,,
,,3,,,,,,,
,,6,,,,,,,
,,4,,,,,,,
,,2,,,,,,,
,,20,,,,,,,
,,11,,,,,,,
,,6,,,,,,,
,,4,,,,,,,
,,4,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,6,,,,,,,
,,2,,,,,,,
,,13,,,,,,,
,,4,,,,,,,
,,4,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,13,,,,,,,
,,13,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,4,,,,,,,
,,2,,,,,,,
,,4,,,,,,,
,,4,,,,,,,
,,6,,,,,,,
,,3,,,,,,,
,,6,,,,,,,
,,2,,,,,,,
,,4,,,,,,,
,,1,,,,,,,
,,6,,,,,,,
,,14,,,,,,,
,,1,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,13,,,,,,,
,,13,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,13,,,,,,,
,,13,,,,,,,
,,1,,,,,,,
,,3,,,,,,,
,,13,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,6,,,,,,,
,,4,,,,,,,
,,13,,,,,,,
,,3,,,,,,,
,,2,,,,,,,
,,4,,,,,,,
,,1,,,,,,,
,,4,,,,,,,
,,1,,,,,,,
,,3,,,,,,,
,,13,,,,,,,
,,4,,,,,,,
,,2,,,,,,,
,,6,,,,,,,
,,4,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,6,,,,,,,
,,4,,,,,,,
,,14,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,6,,,,,,,
,,1,,,,,,,
,,4,,,,,,,
,,2,,,,,,,
,,4,,,,,,,
,,4,,,,,,,
,,3,,,,,,,
,,1,,,,,,,
,,13,,,,,,,
,,3,,,,,,,
,,6,,,,,,,
,,6,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,2,,,,,,,
,,13,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,1,,,,,,,
,,6,,,,,,,
,,6,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,5,,,,,,,
,,4,,,,,,,
,,6,,,,,,,
,,2,,,,,,,
,,4,,,,,,,
,,4,,,,,,,
,,1,,,,,,,
,,18,,,,,,,
,,2,,,,,,,
,,4,,,,,,,
,,1,,,,,,,
,,3,,,,,,,
,,3,,,,,,,
,,3,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,1,,,,,,,
,,1,,,,,,,
,,4,,,,,,,
,,3,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,6,,,,,,,
,,13,,,,,,,
,,4,,,,,,,
,,1,,,,,,,
,,4,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,1,,,,,,,
,,3,,,,,,,
,,6,,,,,,,
,,2,,,,,,,
,,1,,,,,,,
,,3,,,,,,,
,,6,,,,,,,
,,3,,,,,,,
,,13,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,13,,,,,,,
,,1,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,3,,,,,,,
,,3,,,,,,,
,,15,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,11,,,,,,,
,,6,,,,,,,
,,13,,,,,,,
,,1,,,,,,,
,,3,,,,,,,
,,1,,,,,,,
,,4,,,,,,,
,,11,,,,,,,
,,4,,,,,,,
,,3,,,,,,,
,,2,,,,,,,
,,4,,,,,,,
,,15,,,,,,,
,,3,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,1,,,,,,,
,,3,,,,,,,
,,13,,,,,,,
,,4,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,14,,,,,,,
,,11,,,,,,,
,,3,,,,,,,
,,3,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,5,,,,,,,
,,3,,,,,,,
,,3,,,,,,,
,,13,,,,,,,
,,13,,,,,,,
,,4,,,,,,,
,,3,,,,,,,
,,3,,,,,,,
,,1,,,,,,,
,,4,,,,,,,
,,6,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,4,,,,,,,
,,1,,,,,,,
,,4,,,,,,,
,,3,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,4,,,,,,,
,,4,,,,,,,
,,1,,,,,,,
,,3,,,,,,,
,,2,,,,,,,
,,20,,,,,,,
,,2,,,,,,,
,,13,,,,,,,
,,3,,,,,,,
,,3,,,,,,,
,,1,,,,,,,
,,13,,,,,,,
,,13,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,4,,,,,,,
,,4,,,,,,,
,,13,,,,,,,
,,1,,,,,,,
,,4,,,,,,,
,,13,,,,,,,
,,1,,,,,,,
,,20,,,,,,,
,,2,,,,,,,
,,13,,,,,,,
,,2,,,,,,,
,,4,,,,,,,
,,15,,,,,,,
,,3,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,6,,,,,,,
,,3,,,,,,,
,,3,,,,,,,
,,3,,,,,,,
,,2,,,,,,,
,,13,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,4,,,,,,,
,,13,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,4,,,,,,,
,,2,,,,,,,
,,1,,,,,,,
,,6,,,,,,,
,,4,,,,,,,
,,4,,,,,,,
,,3,,,,,,,
,,6,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,15,,,,,,,
,,13,,,,,,,
,,3,,,,,,,
,,1,,,,,,,
,,13,,,,,,,
,,2,,,,,,,
,,1,,,,,,,
,,3,,,,,,,
,,6,,,,,,,
,,13,,,,,,,
,,3,,,,,,,
,,3,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,1,,,,,,,
,,3,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,4,,,,,,,
,,2,,,,,,,
,,4,,,,,,,
,,2,,,,,,,
,,4,,,,,,,
,,4,,,,,,,
,,2,,,,,,,
,,6,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,13,,,,,,,
,,1,,,,,,,
,,6,,,,,,,
,,11,,,,,,,
,,3,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,4,,,,,,,
,,3,,,,,,,
,,13,,,,,,,
,,3,,,,,,,
,,13,,,,,,,
,,2,,,,,,,
,,6,,,,,,,
,,6,,,,,,,
,,4,,,,,,,
,,4,,,,,,,
,,3,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,1,,,,,,,
,,13,,,,,,,
,,1,,,,,,,
,,5,,,,,,,
,,1,,,,,,,
,,3,,,,,,,
,,6,,,,,,,
,,13,,,,,,,
,,4,,,,,,,
,,6,,,,,,,
,,4,,,,,,,
,,6,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,2,,,,,,,
,,4,,,,,,,
,,1,,,,,,,
,,3,,,,,,,
,,1,,,,,,,
,,3,,,,,,,
,,3,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,2,,,,,,,
,,3,,,,,,,
,,3,,,,,,,
,,2,,,,,,,
,,13,,,,,,,
